3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,d'Aillières,Michel,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Ansquer,Vincent,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Aymé de la Chevrelière,Marie-Magdeleine,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bailly,Jean,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Balança,Hubert,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Baridon,Jean,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bas,Pierre,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Baumel,Jacques,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Beauguitte,André,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bécam,Marc,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bénard,François,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Beraud,Marcel,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Berger,Henry,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Bichat,Jean,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bignon,Albert,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bizet,Émile,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Blary,Henri,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Boinvilliers,Jean,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Boisdé,Raymond,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Bonnet,Christian,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bordage,Augustin,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Borocco,Edmond,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Boscary-Monsservin,Roland,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bourgeois,Georges,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bourgoin,Pierre,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bousseau,Marcel,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Boyer-Andrivet,Jacques,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Brial,Benjamin,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Bricout,Edmond,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Briot,Louis,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Buot,Henri,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Caill,Antoine,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Caille,René,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Capitant,René,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Catalifaud,Albert,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Cattin-Bazin,Maurice,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Cerneau,Marcel,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Chalandon,Albin,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,de Chambrun,Charles,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Chapalain,Jean-Yves,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Charret,Edouard,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,FGDS,Charles,Pierre,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Chassagne,Jean-Baptiste,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Chedru,Georges,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Christiaens,Louis,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Cointat,Michel,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Cornette,Maurice,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Couderc,Pierre,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Coumaros,Jean,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Cousté,Pierre-Bernard,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Damette,Auguste,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Danel,Liévin,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Danilo,Philippe,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Delachenal,Jean,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Delong,Jacques,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Deniau,Xavier,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Denis,Bertrand,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Deprez,Charles,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Destremau,Bernard,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Dienesch,Marie-Madeleine,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,RI,Dominati,Jacques,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Dusseaulx,Roger,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Duterne,Henri,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Faggianelli,Jacques,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Falala,Jean,POUR
3-reconstitues/1966-1967/ordinaire2/018.txt,3,Date à ajouter,1,Nom à ajouter,UDVeR,Fanton,André,POUR
