11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Abiven,Yvon,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Adevah-Poeuf,Maurice,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Alaize,Stéphane,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Alary,Damien,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Andy,Léo,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Arnal,Didier,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Ayrault,Jean-Marc,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Baert,Dominique,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Baeumler,Jean-Pierre,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Balduyck,Jean-Pierre,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bapt,Gérard,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Barrau,Alain,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bataille,Christian,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bateux,Jean-Claude,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Beauchaud,Jean-Claude,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Benayoun-Nakache,Yvette,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bertholet,Henri,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Besson,Eric,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bianco,Jean-Louis,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Billardon,André,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Blazy,Jean-Pierre,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Blisko,Serge,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bloche,Patrick,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bockel,Jean-Marie,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bois,Jean-Claude,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Boisserie,Daniel,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bono,Maxime,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Bonrepaux,Augustin,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Borel,André,POUR
11,22 janvier 2002,379,l'ensemble de la proposition de loi relative à la reconnaissance du 19 mars comme Journée nationale du souvenir et de recueillement à la mémoire des victimes civiles et militaires de la guerre d'Algérie et des combats du Maroc et de Tunisie,SOCIALISTE,Boulard,Jean-Claude,POUR
